time,leaf1 input packet rate,leaf1 output packet rate,leaf2 input packet rate,leaf2 output packet rate,leaf3 input packet rate,leaf3 output packet rate,leaf4 input packet rate,leaf4 output packet rate,leaf5 input packet rate,leaf5 output packet rate,leaf6 input packet rate,leaf6 output packet rate,leaf7 input packet rate,leaf7 output packet rate,leaf8 input packet rate,leaf8 output packet rate,spine1 input packet rate,spine1 output packet rate,spine2 input packet rate,spine2 output packet rate,spine3 input packet rate,spine3 output packet rate,spine4 input packet rate,spine4 output packet rate
1510873692818000000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1510873692820000000,,,,,,,,,,,,,,,,,,,,,9.0,5.0,,
1510873692822000000,,,,,,,,,,,,,,,,,,,,,392992.0,514737.0,,
1510873692825000000,,,,,,,,,,,,,,,,,,,,,448701.0,407148.0,,
1510873692827000000,,,,,,,,,,,,,,,,,,,,,435375.0,405289.0,,
1510873692829000000,,,,,,,,,,,,,,,,,,,,,451184.0,367503.0,,
1510873692832000000,,,,,,,,,,,,,,,,,,,,,1053819.0,329022.0,,
1510873692834000000,,,,,,,,,,,,,,,,,,,,,293120.0,541996.0,,
1510873692836000000,,,,,,,,,,,,,,,,,,,,,312875.0,526410.0,,
1510873692839000000,,,,,,,,,,,,,,,,,,,,,315062.0,419130.0,,
1510873692841000000,,,,,,,,,,,,,,,,,,,,,198713.0,1172281.0,,
1510873692843000000,,,,,,,,,,,,,,,,,,,,,271557.0,1083875.0,,
1510873692845000000,,,,,,,,,,,,,,,,,,,,,204826.0,946319.0,,
1510873692848000000,,,,,,,,,,,,,,,,,,,,,697792.0,1047454.0,,
1510873692850000000,,,,,,,,,,,,,,,,,,,,,231100.0,153743.0,,
1510873692852000000,,,,,,,,,,,,,,,,,,,,,255211.0,364036.0,,
1510873692854000000,,,,,,,,,,,,,,,,,,,,,353536.0,293320.0,,
1510873692857000000,,,,,,,,,,,,,,,,,,,,,299813.0,569073.0,,
1510873692859000000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1510873692861000000,,,,,,,,,,,,,,,,,,,,,543865.0,824905.0,,
1510873692863000000,,,,,,,,,,,,,,,,,,,,,219559.0,695217.0,,
