time,leaf1 input packet rate,leaf1 output packet rate,leaf2 input packet rate,leaf2 output packet rate,leaf3 input packet rate,leaf3 output packet rate,leaf4 input packet rate,leaf4 output packet rate,leaf5 input packet rate,leaf5 output packet rate,leaf6 input packet rate,leaf6 output packet rate,leaf7 input packet rate,leaf7 output packet rate,leaf8 input packet rate,leaf8 output packet rate,spine1 input packet rate,spine1 output packet rate,spine2 input packet rate,spine2 output packet rate,spine3 input packet rate,spine3 output packet rate,spine4 input packet rate,spine4 output packet rate
1.50187E+18,,,,,,,,,,,0,0,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,7825406,6291422,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,7780086,6119448,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,1,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,7938786,8129188,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,7520120,8238976,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,10,13,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,4003224,3021615,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,3484822,3955240,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,689993,1079053,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,620692,990684,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1268188,879088,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,985467,1132228,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,620055,1099363,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,304810,764495,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1365269,770788,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,638208,1556750,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,908894,1115724,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1028850,900358,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1189434,882539,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1268600,730181,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,772727,1083040,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,834809,952240,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1398472,1045818,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1103703,895483,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,8389514,8020823,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,0,0,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,7,6,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,0,0,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,4326125,6559253,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,0,0,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,0,0,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,912213,751336,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,721846,930249,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,653938,1040938,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,810471,827614,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,1069566,720050,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,1353980,1013958,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,872459,869159,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,978291,945670,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,1203120,538573,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,566511,714506,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,1098866,1055001,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,816928,667711,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,0,0,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,1372295,896753,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,1146990,1074728,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,537367,615614,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,0,0,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,0,0,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,0,0,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,0,0,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,0,0,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,0,0,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,191,2108,,,,,,,,,,,,,,,,
