time,leaf1 input packet rate,leaf1 output packet rate,leaf2 input packet rate,leaf2 output packet rate,leaf3 input packet rate,leaf3 output packet rate,leaf4 input packet rate,leaf4 output packet rate,leaf5 input packet rate,leaf5 output packet rate,leaf6 input packet rate,leaf6 output packet rate,leaf7 input packet rate,leaf7 output packet rate,leaf8 input packet rate,leaf8 output packet rate,spine1 input packet rate,spine1 output packet rate,spine2 input packet rate,spine2 output packet rate,spine3 input packet rate,spine3 output packet rate,spine4 input packet rate,spine4 output packet rate
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,0,0
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,7,5
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1058116,785823
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,950250,846415
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1007982,1377035
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,871552,1074653
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1268694,1060747
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,924073,857958
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,533054,620941
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1168761,998070
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1,1027522
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1,1091461
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1,1024930
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,0,1130654
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,0,0
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,903747,1345669
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1066115,1089044
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,587795,517999
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,755389,1028020
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,366066,904507
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,605075,442614
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1023531,438618
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1103134,370633
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1029613,684199
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1287103,458624
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,771748,562272
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1237421,355087
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1264328,467096
