time,leaf1 input packet rate,leaf1 output packet rate,leaf2 input packet rate,leaf2 output packet rate,leaf3 input packet rate,leaf3 output packet rate,leaf4 input packet rate,leaf4 output packet rate,leaf5 input packet rate,leaf5 output packet rate,leaf6 input packet rate,leaf6 output packet rate,leaf7 input packet rate,leaf7 output packet rate,leaf8 input packet rate,leaf8 output packet rate,spine1 input packet rate,spine1 output packet rate,spine2 input packet rate,spine2 output packet rate,spine3 input packet rate,spine3 output packet rate,spine4 input packet rate,spine4 output packet rate
1.50187E+18,,,,,,,,,,,,,,,,,,,0,0,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,7,5,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,1028193,608810,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,727895,281381,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,736268,1384138,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,1548952,614835,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,938866,762526,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,1301126,1044753,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,846750,1117619,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,1348822,979767,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,0,920887,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,0,1063996,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,0,873954,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,1,827116,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,698640,1044937,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,1026995,1388415,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,884870,810326,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,925974,973912,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,813340,536035,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,772943,788314,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,1130765,722965,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,708430,706938,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,1260211,528084,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,787975,839031,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,1273168,625298,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,1059256,667144,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,906305,1184222,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,779891,803940,,,,
