time,leaf1 input packet rate,leaf1 output packet rate,leaf2 input packet rate,leaf2 output packet rate,leaf3 input packet rate,leaf3 output packet rate,leaf4 input packet rate,leaf4 output packet rate,leaf5 input packet rate,leaf5 output packet rate,leaf6 input packet rate,leaf6 output packet rate,leaf7 input packet rate,leaf7 output packet rate,leaf8 input packet rate,leaf8 output packet rate,spine1 input packet rate,spine1 output packet rate,spine2 input packet rate,spine2 output packet rate,spine3 input packet rate,spine3 output packet rate,spine4 input packet rate,spine4 output packet rate
1.50187E+18,,,,,,,,,,,,,,,,,,,,,1258590,560683,,
1.50187E+18,,,,,,,,,,,,,,,,,,,,,835516,736805,,
1.50187E+18,,,,,,,,,,,,,,,,,,,,,585634,1223726,,
1.50187E+18,,,,,,,,,,,,,,,,,,,,,1026404,444353,,
1.50187E+18,,,,,,,,,,,,,,,,,,,,,750178,1014666,,
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,0,0
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,7,5
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1067917,779744
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,944319,849078
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,997955,1383531
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,868594,1073650
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1277791,1072571
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,927037,865836
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,539152,619360
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1174946,996628
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1,1027764
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,0,1090288
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,0,1031482
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,0,1132283
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,0,0
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,908764,1342870
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1070582,1109564
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,584857,516721
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,757711,1027093
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,365368,909849
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,607141,440015
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1017993,440885
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1120629,373385
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1032851,679237
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1288955,457026
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,775663,569889
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1213405,352754
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1268400,465954
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,790211,489690
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1058853,867059
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1524242,1073775
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,1035356,682270
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,594652,795495
1.50187E+18,,,,,,,,,,,,,,,,,,,,,,,439797,738543
1.50187E+18,,,,,,,,,,,,,,,,,0,0,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,7,5,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,1082967,643985,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,999443,611959,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,895688,1239762,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,1129870,927109,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,677290,827045,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,853025,1074579,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,1165058,1079080,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,388947,1495816,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,7528027,693492,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,7094179,587776,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,1,1280328,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,1,1049340,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,752857,909141,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,915875,690305,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,1008899,615291,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,763157,816727,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,999007,1980348,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,1203615,1438203,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,754587,1332076,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,931777,1387402,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,586342,1401083,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,781652,907883,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,948590,1514079,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,736767,926087,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,1034419,2173103,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,920974,2455412,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,983310,2257773,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,767527,1455870,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,1123932,1105071,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,1120532,1726588,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,985487,1624180,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,663159,1571008,,,,,,
1.50187E+18,,,,,,,,,,,0,0,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,6,7,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,0,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,0,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,0,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,0,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,1401866,588714,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,909127,780070,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,1510395,952479,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,926033,739356,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,524096,1258859,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,843222,767479,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,617873,1256215,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,678191,1059073,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,654209,1117217,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,648640,927697,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,771773,825747,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,825767,1123622,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,374743,1116034,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,680782,1031604,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,458316,1289902,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,571384,776332,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,0,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,0,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,0,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,6,4,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,0,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,0,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,0,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,0,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,0,2173909,1032565,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,1,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,2456039,919715,,,,,,,,,,
1.50187E+18,,,,,,,,,,,0,0,2257675,983638,,,,,,,,,,
1.50187E+18,,,,,,,,,,,7887340,6311927,1455158,766562,,,,,,,,,,
1.50187E+18,,,,,,,,,,,7723048,6085474,1173628,902739,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,793735,763447,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,590443,603037,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,949063,996859,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,635143,798263,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,583456,752923,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,679554,1210303,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,556360,1258577,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,352801,1212816,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,467130,1270952,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,490787,787653,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,866244,1058416,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,0,0,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,7901526,8165274,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,7417247,8314678,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,6,4,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,1982794,1000238,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,1439844,1205399,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,1327552,756436,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,1386003,931950,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,536666,810177,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,782705,770930,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,717254,1127843,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,691878,725540,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,855340,1296610,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,714595,1266028,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,791898,1226813,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,457942,1194288,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,1027447,757843,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,908505,364685,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,440531,608805,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,439160,1016187,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,1,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,0,0,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,7388591,7523229,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,7671267,6976969,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,6,4,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,3457639,4259098,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,2846851,3096239,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,695676,7530285,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,586582,7088592,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,1282293,1,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,1050981,1,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,911837,1,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,1061793,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,885724,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,830774,1,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,883703,1,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,1086847,1,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,916244,1,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,1112433,1,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,1025469,1,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,1088812,1,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,1027833,1,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,1135192,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,8314654,8224894,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,0,0,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,9,13,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,4000362,3022079,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,3476125,3924452,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,644939,1083644,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,615206,989975,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1227234,879500,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,920766,1112080,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,601324,1037600,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,277010,724532,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1389385,737106,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,615553,1551121,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,913129,1192897,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1072463,980374,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1239327,931693,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1350649,763241,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,786262,1061594,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,846416,950165,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1382308,1003324,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,1074700,869578,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,8390258,8009251,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,0,0,,,,,,,,,,,,,,,,,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,0,0,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,7,5,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,1032878,603775,,,,
1.50187E+18,,,,,,,,,,,,,,,0,0,,,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,718556,280665,,,,
1.50187E+18,,,,,,,,,,,,,,,6,5,,,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,737318,1389014,,,,
1.50187E+18,,,,,,,,,,,,,,,0,0,,,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,1546104,613694,,,,
1.50187E+18,,,,,,,,,,,,,,,0,0,,,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,944917,760788,,,,
1.50187E+18,,,,,,,,,,,,,,,0,0,,,,,,,,
1.50187E+18,,,,,,,,,,,,,,,0,0,,,1287178,1047535,,,,
1.50187E+18,,,,,,,,,,,,,,,1108104,1124780,,,853671,1110081,,,,
1.50187E+18,,,,,,,,,,,,,,,1723356,1131807,,,1348429,969115,,,,
1.50187E+18,,,,,,,,,,,,,,,1632244,988710,,,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,1,911726,,,,
1.50187E+18,,,,,,,,,,,,,,,1563755,660848,,,0,1067836,,,,
1.50187E+18,,,,,,,,,,,,,,,877166,574491,,,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,0,890478,,,,
1.50187E+18,,,,,,,,,,,,,,,521891,701022,,,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,0,831749,,,,
1.50187E+18,,,,,,,,,,,,,,,811724,1184656,,,,,,,,
1.50187E+18,,,,,,,,,,,,,,,,,,,699674,1054426,,,,
1.50187E+18,,,,,,,,,,,,,,,880165,1182032,,,,,,,,
